,BOROUGH,COMFORTSTA,EAPPLY,GISPROPNUM,LOCATION,SHAPE_area,SHAPE_len,SIGNNAME,TYPECATEGO,WATERFRONT
1434,Q,N-CONFSTA-PARK,Seagirt Ave Wetlands,Q469,"Seagirt Blvd., Seagirt Ave. bet. Beach 5 St. and Queens County Border",231890.782659,3654.89235224,Seagirt Ave Wetlands,Nature Area,Y
1435,B,N-CONFSTA-PARK,Rodney Park South,B223OC,"Division Ave., Rodney St., S. 9 St.",17591.37058,630.071014863,Rodney Park South,Recreation Field/Courts,N
1436,B,N-CONFSTA-PARK,Rodney Playground Center,B223PD,"Rodney St., S. 3 St., Borniquen Pl.",8546.68404326,397.082352444,Rodney Playground Center,Neighborhood Park,N
1437,B,N-CONFSTA-PARK,Macri Triangle,B223S,"Metropolitan, Union, Meeker Avs",26057.4746718,763.997394435,Macri Triangle,Triangle/Plaza,N
1438,Q,N-CONFSTA-PARK,Kohlrider Square,Q219,"Rockaway Frwy. bet. Beach 108 St. and Regina Ave., Beach Channel Dr.",409650.78386,51462.0818538,Rockaway Freeway,Parkway,N
1439,Q,N-CONFSTA-PARK,Calvary Park,Q224,"First Calvery, Greenpoint Ave., Gale St.",1599.96130496,159.998065242,Calvary Monument,Cemetery,N
1440,Q,N-CONFSTA-PARK,Thursby Basin Park,Q479,Beach 63 St. bet. Elizabeth Rd. and Thursby Ave.,72070.0571513,1125.28647294,Thursby Basin Park,Undeveloped,Y
1441,B,N-CONFSTA-PARK,P.O. Reinaldo Salgado Playground (PS 309),B224,Monroe St. to Madison St. between Patchen Ave. and Ralph Ave.,99713.7981576,1508.6848349,P.O. Reinaldo Salgado Playground,Community Park,N
1442,B,N-CONFSTA-PARK,Citizens For A Better Community,B224A,Patchen Ave. between Monroe St. and Madison St.,13052.7922898,458.920066141,Citizens For A Better Community,Garden,N
1443,B,Y-CONFSTA-PARK,St. Andrew's Playground,B225,"Atlantic Ave., Herkimer St., Kingston Ave., St Andrew's Pl.",151983.569656,1571.80212652,St. Andrew's Playground,Neighborhood Park,N
1444,X,N-CONFSTA-PARK,Macombs Dam Park,X030,"River Ave. to the Harlem River bet. E. 157 St. , W. 161 St. and E. 164 St.",1900150.1163,14723.6834657,Macombs Dam Park,Community Park,N
1445,X,N-CONFSTA-PARK,Yankee Stadium Garages/Lots,X237,"Cromwell Ave. bet. E. 151 St. and E 153 St., Rover Ave. bet. E 150 St. and E. 164 St.",493513.818134,7638.8114781,Yankee Stadium Garages/Lots,Lot,N
1446,Q,N-CONFSTA-PARK,Rockaway Beach and Boardwalk,Q162,Lands underwater bet. B. 2 St. and B. 73 St.,21672537.386,38193.1495866,Rockaway Beach and Boardwalk,Waterfront Facility,Y
1447,Q,N-CONFSTA-PARK,Rockaway Beach,Q050,"Ocean Promenade, Atlantic Ocean, Bch 110",7580631.88629,12272.6624902,Rockaway Beach,Waterfront Facility,Y
1448,B,N-CONFSTA-PARK,Calvert Vaux Park,B125,"Gravesend Bay, Bay 44 St. to Bay 49 St., Shore Pkwy.",3554481.93785,11231.7283297,Calvert Vaux Park,Recreation Field/Courts,Y
1449,B,N-CONFSTA-PARK,Marine Park,B057,"Shore Pkwy., Avenue U, Filmore Ave. bet. Brigham St., Gerritsen Ave., and Flatbush Ave.",37966684.756,81636.1947675,Marine Park,Community Park,Y
1450,Q,Y-CONFSTA-PARK,Reiff Playground,Q423,59 Dr. bet. Fresh Pond Rd. and 63 St.,72985.13443,1202.11922172,Reiff Playground,Neighborhood Park,N
1451,X,Y-CONFSTA-PARK,Mosholu Playground,X197,Mosholu Parkway South bet. Bainbridge Ave. and Briggs Ave.,17954.2783757,850.808940281,Mosholu Playground,Jointly Operated Playground,N
1452,Q,N-CONFSTA-PARK,Veterans Park,Q225,Cross Bay Blvd. bet. E. 4 Rd. and E. 6 Rd.,28369.6053955,1565.97610413,Veterans Park,Triangle/Plaza,N
1453,Q,N-CONFSTA-PARK,Sergeant Colyer Square,Q231,"Rockaway Blvd., 120 Ave. bet. 132 St. and 133 St.",2133.86133327,221.998858311,Sergeant Colyer Square,Triangle/Plaza,N
1454,Q,N-CONFSTA-PARK,Dwyer Square,Q232,"Northern Blvd., 34 Ave. bet. 47 St. and 48 St.",112.697507747,60.2374983598,Dwyer Square,Triangle/Plaza,N
1455,Q,N-CONFSTA-PARK,Norelli-hargreAvs Memorial Tria,Q243,"Liberty Ave., 101 Ave. bet. Waltham St. and 146 St.",1609.96761693,208.871796366,Norelli-Hargreaves Memorial Triangle,Triangle/Plaza,N
1456,Q,N-CONFSTA-PARK,Travis Triangle,Q246,"Murray La., Murray St. bet. 34 Ave. and 35 Ave.",9644.30012936,708.081931227,Travis Triangle,Triangle/Plaza,N
1457,M,Y-CONFSTA-PARK,Seward Park,M082,"Canal St, Essex St, Jefferson St and E Broadway",146439.345291,1580.78013076,Seward Park,Neighborhood Park,N
1458,Q,N-CONFSTA-PARK,Corporal Frank F. Fagan Sq.,Q254,"48 St., Newtown Rd., Broadway",171.360152803,64.1560267513,Corporal Frank F. Fagan Sq.,Triangle/Plaza,N
1459,M,N-CONFSTA-PARK,Bryant Park,M008,"bet.ween 5 and 6 Av, W 40 St and W 42 St",418962.786906,2756.4135381,Bryant Park,Neighborhood Park,N
1460,B,N-CONFSTA-PARK,Triangle,B229,"Ralph Ave., Ave. T and E. 61 St.",848.347257774,144.089082243,Triangle,Triangle/Plaza,N
1461,B,Y-CONFSTA-PARK,Nicholas Naquan Heyward Jr. Park,B230,Wyckoff St. between Hoyt St. and Bond St.,45368.2795834,917.406707919,Nicholas Naquan Heyward Jr. Park,Neighborhood Park,N
1462,B,N-CONFSTA-PARK,Park,B233,Flatbush Ave. from Nassau St. to Concord St. between Bridge St. and Bridge Plaza Ct.,13606.0316177,920.98879894,Park,Triangle/Plaza,N
1463,B,Y-CONFSTA-PARK,Tilden Playground,B234,Tilden Ave. between E. 48 St. and E. 49 St.,50751.8850647,909.653694889,Tilden Playground,Neighborhood Park,N
1464,B,Y-CONFSTA-PARK,Herman Dolgon Playground,B235,Ave. V between Nostrand Ave. and Batchelder St.,82863.3142161,1231.84860079,Herman Dolgon Playground,Neighborhood Park,N
1465,B,N-CONFSTA-PARK,Sheepshead Playground,B239,Ave. Z between Nostrand Ave. and E. 29 St.,90910.1540593,1457.70500515,Sheepshead Playground,Jointly Operated Playground,N
1466,B,N-CONFSTA-PARK,Tucker Place,B240,E. 27 St. and Emmons Ave.,6817.13207515,354.891107765,Tucker Place,Triangle/Plaza,Y
1467,B,Y-CONFSTA-PARK,Sheepshead Bay Piers Sidewalk,B393,Emmons Ave. bet. Ocean Ave. and E. 26 St.,276152.320262,4215.87270279,Sheepshead Bay Piers,Waterfront Facility,Y
1468,B,N-CONFSTA-PARK,Meucci Triangle,B242,"Ave U, 86 St.  and W. 12 St.",1980.0089754,215.196773717,Meucci Triangle,Triangle/Plaza,N
1469,B,Y-CONFSTA-PARK,Golconda Playground (PS 287),B243,Gold St. between Nassau St. and Concord St.,64014.1216992,1239.1324466,Golconda Playground,Neighborhood Park,N
1470,B,Y-CONFSTA-PARK,McDonald Playground,B244,Mcdonald Ave. between Ave. S and Ave. T,151493.277415,1904.28910779,McDonald Playground,Neighborhood Park,N
1471,B,N-CONFSTA-PARK,St. John's Park,B245,"Troy Ave., Bergen St., Prospect Pl., Schenectady Ave.",408832.855374,2839.95070203,St. John's Recreation Center,Neighborhood Park,N
1472,B,Y-CONFSTA-PARK,Jerome Playground (PS 273),B246,Wortman Ave. between Jerome St. and Warwick St.,46526.5678905,899.968023035,Jerome Playground,Jointly Operated Playground,N
1473,B,Y-CONFSTA-PLGD,Breukelen Ballfields (PS 260 - Playground only),B247,"Louisiana Ave., Stanley Ave., Flatlands Ave., Williams Ave.",691985.543438,5237.60535673,Breukelen Ballfields,Community Park,N
1474,B,Y-CONFSTA-PARK,Fox Playground (PS 251),B248,Ave. H between E. 54 St. to E. 55 St.,105631.821697,1452.17774016,Fox Playground,Jointly Operated Playground,N
1475,B,N-CONFSTA-PARK,Van Dyke Playground,B249,Dumont Ave. between Powell St. and Mother Gaston Blvd.,61825.0694783,995.099902827,Van Dyke Playground,Neighborhood Park,N
1476,B,Y-CONFSTA-PARK,Nostrand Playground (PS 269),B250,Nostrand Ave. between Foster Ave. and Farragut Pl.,133374.236085,1719.02612042,Nostrand Playground,Jointly Operated Playground,N
1477,B,N-CONFSTA-PARK,West Playground,B252,Ave. Z between W. 1 St. and West St.,104549.615124,1606.41706346,West Playground,Neighborhood Park,N
1478,B,Y-CONFSTA-PARK,Wingate Park,B254,"Winthrop St., Brooklyn Ave., Rutland Rd.",247861.737339,2467.06812765,Wingate Park,Jointly Operated Playground,N
1479,B,N-CONFSTA-PARK,Park,B255C,17 St. bet. 5 Ave. and 6 Ave.,31616.3201251,1540.89961996,Park,Playground,N
1480,B,N-CONFSTA-PARK,Park,B255E,"S/B Prospect Exwy. bet. 6 Ave., 7 Ave., and 18 St.",26082.656755,1377.50048467,Park,Parkway,N
1481,B,N-CONFSTA-PARK,Detective Joseph Mayrose Park,B255F,"N/B Prospect Exwy., 17 St., bet. 6 Ave. and 7 Ave.",58897.7756591,1805.91467007,Detective Joseph Mayrose Park,Neighborhood Park,N
1482,B,N-CONFSTA-PARK,Park,B255M,Sherman St. at Ocean Pkwy.,9082.19491263,414.524193114,Park,Triangle/Plaza,N
1483,B,N-CONFSTA-PARK,Frost Playground,B257,Frost St. bet. Debevoise Ave. and Kingsland Ave.,32616.7495176,739.579338392,Frost Playground,Playground,N
1484,B,N-CONFSTA-PARK,Brevoort Playground,B258,Ralph Ave. bet. Chauncey St. and Sumpter St.,64694.8947569,1065.0175996,Brevoort Playground,Playground,N
1485,B,Y-CONFSTA-PARK,Howard Playground,B260,Mother Gaston Blvd. and Glenmore Ave.,43696.1433461,1019.89755464,Howard Playground,Community Park,N
1486,B,Y-CONFSTA-PARK,Howard Playground,B260A,E. New York Ave. between Mother Gaston Blvd. and St. Mark's Ave.,28831.1359702,694.930273895,Howard Pool,Community Park,N
1487,B,Y-CONFSTA-PARK,Potomac Playground (IS 258),B262,Tompkins Ave. between Halsey St. and Macon St.,57575.4234562,975.184530664,Potomac Playground,Jointly Operated Playground,N
1488,B,N-CONFSTA-PARK,Sumner Playground (PS 59),B263,Throop Ave. between Myrtle Ave. and Park Ave.,83879.4050668,1508.44799052,Sumner Playground,Jointly Operated Playground,N
1489,B,N-CONFSTA-PARK,Roebling Playground (PS 16),B264,Lee Ave. between Wilson St. and Taylor St.,53602.3177595,1262.20137833,Roebling Playground,Jointly Operated Playground,N
1490,B,N-CONFSTA-PARK,Rainbow Playground,B265,6 Ave. bet. 55 St. and 56 St.,20049.1469268,600.182564684,Rainbow Playground,Playground,N
1491,B,N-CONFSTA-PARK,Star Spangled Playground (IS 117),B266,Franklin Ave. between Willoughby Ave. and Dekalb Ave.,73515.0455894,1247.36716643,Star Spangled Playground,Jointly Operated Playground,N
1492,B,Y-CONFSTA-PARK,Parkside Playground (PS 92),B267,Winthrop St. between Rogers Ave. and Bedford Ave.,54555.8124634,1295.64491837,Parkside Playground,Jointly Operated Playground,N
1493,B,Y-CONFSTA-PARK,Jesse Owens Playground,B269,Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd.,144154.545348,1784.16327659,Jesse Owens Playground,Jointly Operated Playground,N
1494,B,N-CONFSTA-PARK,Brownsville Recreation Center Playground,B270,"Hegeman Ave., Linden Blvd. bet. Powell St. and Mother Gaston Blvd.",133592.185279,1964.02717099,Brownsville Playground,Buildings/Institutions,N
1495,B,Y-CONFSTA-PARK,Railroad Playground,B271,Ditmas Ave. bet. E. 92 St. and E. 91 St.,100923.524071,1402.19954979,Railroad Playground,Neighborhood Park,N
1496,B,Y-CONFSTA-PARK,Bayview Playground (PS 272),B274,Seaview Ave. between E. 99 St. and E. 101 St.,60699.4201861,1257.78646429,Bayview Playground,Jointly Operated Playground,N
1497,B,N-CONFSTA-PARK,Grady Playground (Grady HS - DOE Books Fields),B275,"Shore Pkwy., Brighton 3 St., Brighton 4 St.",147061.338841,1674.14903305,Grady Playground,Jointly Operated Playground,N
1498,B,Y-CONFSTA-PARK,Benson Playground (PS 200),B277,Bath Ave. between Bay 22 St. and Bay 23 St.,40687.5223577,893.629301334,Benson Playground,Jointly Operated Playground,N
1499,B,N-CONFSTA-PARK,Wilson Playground,B279,Ave. K between E. 100 St. and E. 101 St.,73715.4393979,1437.8796845,Wilson Playground,Jointly Operated Playground,N
1500,Q,N-CONFSTA-PARK,Lt. Clinton L .Whiting Square,Q257,84 St. bet. 91 Ave. and 91 Ave.,3410.51289568,314.012233258,Lt. Clinton L .Whiting Square,Triangle/Plaza,N
1501,X,N-CONFSTA-PARK,Ranaqua Park,X272,E. 136 St. bet. Brown Pl. and Willis Ave.,42383.2498164,1098.48419884,Ranaqua Park,Neighborhood Park,N
1502,Q,N-CONFSTA-PARK,Court Square Park,Q267,Jackson Ave. bet. Court Sq. and Thomson Ave.,21443.0758824,597.346677707,Court Square Park,Triangle/Plaza,N
1503,Q,N-CONFSTA-PARK,Laurelton Parkway,Q027,"121 Ave., N. Conduit Ave. bet. Laurelton Pkwy. Sr. Rd. S and Brookville Blvd.",2120996.27241,42720.2027908,Laurelton Parkway,Parkway,N
1504,R,N-CONFSTA-PARK,Park,R168,Lucille Ave. at Vetrands Rd. E. and Bloomingdale Rd.,2158.65292348,207.671680831,Park,Undeveloped,N
1505,X,Y-CONFSTA-ZONE,St. Mary's Park,X045,St Mary's St bet. St Ann's Av and Jackson Av,1533778.83174,5261.24240762,St. Mary's Park,Neighborhood Park,N
1506,Q,N-CONFSTA-PARK,Hilton Holiday Gardens,Q440,"133 Ave., 135 Ave. bet. 143 St. and 145 St.",52493.6076077,1053.75156166,Hilton Holiday Gardens,Undeveloped,N
1507,R,N-CONFSTA-PARK,King Fisher Park,R140,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",733555.580246,10929.1819282,King Fisher Park,Nature Area,N
1508,R,N-CONFSTA-PARK,Huguenot Ponds Park,R131,Billiou St. and Comely St. bet.ween Huguenot Ave. and Kingdom Ave.,66753.3404523,1517.4141959,Huguenot Ponds Park,Nature Area,N
1509,R,N-CONFSTA-PARK,Eibs Pond Park,R124,"Mosel Ave., Palma Dr., Hanover Ave.",718971.479441,5340.5792006,Eibs Pond Park,Nature Area,N
1510,B,N-CONFSTA-PARK,Patrick O'Rourke Park (PS 201),B282,"80 St. To 81 St., 11 Ave. To 12 Ave.",53593.6414446,1073.04089287,Patrick O'Rourke Park,Jointly Operated Playground,N
1511,B,Y-CONFSTA-PARK,Marc And Jason's Playground (JHS 61),B284,"Sterling St., Empire Blvd., New York Ave., Nostrand Ave.",57797.909752,1236.1815629,Marc And Jason's Playground,Jointly Operated Playground,N
1512,B,Y-CONFSTA-PARK,Harry Maze Playground,B285,"Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St.",103405.68073,1455.16745328,Harry Maze Playground,Neighborhood Park,N
1513,B,N-CONFSTA-PARK,Andries Playground (JHS 240),B287,Nostrand Ave. between Ave. L and Ave. K,42034.6968038,1013.53812526,Andries Playground,Jointly Operated Playground,N
1514,B,Y-CONFSTA-PARK,Slope Park,B288,6 Ave. between 18 St. and 19 St.,31423.8487498,715.352675112,Slope Park,Jointly Operated Playground,N
1515,B,N-CONFSTA-PARK,Power Playground,B291,Ave. N between E. 49 St. and Utica Ave.,101837.504726,1403.30965927,Power Playground,Neighborhood Park,N
1516,B,Y-CONFSTA-PARK,Pratt Playground,B292,Willoughby Ave. between Stuben St. and Emerson Pl.,40000.0101313,800.00041126,Pratt Playground,Neighborhood Park,N
1517,B,N-CONFSTA-PARK,Classon Playground (PS 270),B293,Lafayette Ave. and Classon Ave.,59732.300633,1059.84586787,Classon Playground,Jointly Operated Playground,N
1518,B,N-CONFSTA-PARK,Oxport Playground (PS 265),B295,Flushing Ave. between N. Portland Ave. and N. Oxford St.,45100.026554,1025.15916478,Oxport Playground,Jointly Operated Playground,N
1519,B,Y-CONFSTA-PARK,Luna Park,B296,Surf Ave. between W. 12 St. and W. 8 St.,74498.2870443,1445.25051092,Luna Park,Neighborhood Park,N
1520,B,Y-CONFSTA-PARK,Albemarle Playground (PS 230),B297,"Albemarle Rd., Dahill Rd., Mcdonald Ave.",35280.0281088,857.450752073,Albemarle Playground,Jointly Operated Playground,N
1521,B,Y-CONFSTA-PARK,Stockton Playground (PS 297),B298,"Park Ave., Martin Luther King Pl., Marcy Ave.",47754.5085718,1041.94294381,Stockton Playground,Jointly Operated Playground,N
1522,B,Y-CONFSTA-PARK,Oracle Playground (PS 46),B300,"Adelphi St., Myrtle Ave., Clermont Ave.",30486.5101423,712.949230561,Oracle Playground,Jointly Operated Playground,N
1523,B,Y-CONFSTA-PARK,Greene Playground  (PS 11),B301,Greene Ave. bet. Waverly Ave. and Washington Ave.,59876.6285875,1091.87105547,Greene Playground,Jointly Operated Playground,N
1524,Q,N-CONFSTA-PARK,Nakks Malls,Q281,110 Ave. bet. 213 St. and 217 St.,12377.7746719,1659.71380437,Nakks Malls,Mall,N
1525,Q,N-CONFSTA-PARK,Mall 225 Center,Q283,225 St. bet. 135 Ave. and 141 Ave.,30527.8751463,4768.50645938,225 Street Malls,Mall,N
1526,Q,N-CONFSTA-PARK,John Adams Playground,Q285,Centreville St. bet. 133 Ave. and 103 St.,21519.3171692,644.043535849,John Adams Playground,Jointly Operated Playground,N
1527,Q,N-CONFSTA-PARK,Pinocchio Playground,Q289,"74 St., 75 St. bet. Cooper Ave. and 78 Ave.",37386.8390958,896.49374358,Pinocchio Playground,Jointly Operated Playground,N
1528,Q,N-CONFSTA-PARK,Uncle Vito E. Maranzano Glendale Playground,Q290,Central Ave. bet. 70 St. and 71 St.,50094.5273236,900.756628599,"""Uncle"" Vito E. Maranzano Glendale Playground",Playground,N
1529,Q,N-CONFSTA-PARK,Holy Cow Playground (P.S. 179),Q300A1,Peck Ave. bet. 61 Rd. and 67 Ave.,112200.736422,2129.2287943,Holy Cow Playground,Jointly Operated Playground,N
1530,Q,N-CONFSTA-PARK,Jamaica Playground,Q301,"Union Hall St., 160 St. bet. 110 Ave. and 109 Ave.",131350.497016,1763.67494597,Jamaica Playground,Jointly Operated Playground,N
1531,Q,N-CONFSTA-PARK,Evergreen Park,Q302,St Felix Ave. bet. Seneca Ave. and 60 Pl.,128804.599859,1715.54661101,Evergreen Park,Jointly Operated Playground,N
1532,B,Y-CONFSTA-PARK,Kennedy King Playground (PS 219),B304,"E. 93 St. to E. 94 St., between Lenox Rd. and Clarkson Ave.",34157.3539513,741.530596857,Kennedy King Playground,Jointly Operated Playground,N
1533,B,N-CONFSTA-PARK,Ps 279 Playground,B305,E. 103 St. to E. 104 St. between Ave. J and Ave. K,44610.1647088,1094.82015063,P.S. 279 Playground,Jointly Operated Playground,N
1534,B,Y-CONFSTA-PARK,Playground 286,B306,Ave. Y between Brown St. and Haring St.,38275.8150592,1104.14529931,Playground 286,Jointly Operated Playground,N
1535,B,Y-CONFSTA-PARK,Tiger Playground,B307,Evergreen Ave. between Eldert St. and Covert St.,49097.9232197,889.113412656,Tiger Playground,Jointly Operated Playground,N
1536,B,Y-CONFSTA-PARK,Yak Playground,B308,Ave. Y between Coyle St. and Batchelder St.,19347.8444796,1122.27270834,Yak Playground,Jointly Operated Playground,N
1537,B,Y-CONFSTA-PARK,Pink Playground,B309,Stanley Ave. and Eldert La.,43438.9159046,836.067244333,Pink Playground,Playground,N
1538,B,N-CONFSTA-PARK,Woodruff Playground (PS 224),B312,Stanley Ave. between Autumn Ave. and Hemlock St.,23387.5173524,807.047532057,Woodruff Playground,Jointly Operated Playground,N
1539,B,Y-CONFSTA-PARK,El Shabazz Playground (PS 262),B313,Macdonough St. between Malcolm X Blvd. and Stuyvesant Ave.,39985.9451227,1097.97252471,El Shabazz Playground,Jointly Operated Playground,N
1540,X,Y-CONFSTA-PLGD,Soundview Park,X118,"Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr.",11717282.3263,29134.0712557,Soundview Park,Flagship Park,Y
1541,B,N-CONFSTA-PARK,Gateway,B541,Berriman St. between Vandalia Ave. and Schroeders Ave.,41790.5758605,824.339852229,Gateway,Undeveloped,N
1542,B,Y-CONFSTA-PARK,Surf Playground (PS 288),B315,Surf Ave. between W. 25 St. and W. 27 St.,40645.6038092,911.531833252,Surf Playground,Jointly Operated Playground,N
1543,Q,N-CONFSTA-PARK,Beach Channel Playground,Q403,"B 80 St., B 79 St., Rockaway Beach Blvd., Beach Channel Dr.",45421.6700498,983.783071291,Beach Channel Playground,Jointly Operated Playground,N
1544,X,Y-CONFSTA-PARK,Rainbow Garden,X317,E 159 St bet. Melrose Av and Courtlandt Av,7566.48936044,351.773201725,Rainbow Garden,Garden,N
1545,B,Y-CONFSTA-PARK,DiGilio Playground,B316,Ave. F bet. McDonald Ave. and E. 2 St.,37085.296889,897.280808049,Di Gilio Playground,Community Park,N
1546,B,Y-CONFSTA-PARK,Park Slope Playground (PS 282),B320,Berkeley Pl. and Lincoln Pl. between 5 Ave. and 6 Ave.,45163.2493147,964.699129613,Park Slope Playground,Jointly Operated Playground,N
1547,B,Y-CONFSTA-PARK,Edmonds Playground (IS 113),B321,Dekalb Ave. between Adelphi St. and Carlton Ave.,40069.8162102,885.14382229,Edmonds Playground,Jointly Operated Playground,N
1548,X,Y-CONFSTA-ZONE,Pelham Bay Park,X039,"Hutchinson River, Long Island Sound bet. Bronc County Line and Middletown Rd., Watt Ave.",117332577.1,160541.907544,Pelham Bay Park,Flagship Park,Y
1549,X,N-CONFSTA-PARK,Whalen Park,X180,Perry Ave. bet. E. 205 St. and E. 208 St,14153.4334196,535.751953674,Whalen Park,Triangle/Plaza,N
1550,B,N-CONFSTA-PARK,Pulaski Playground (PS 304),B322,Hart St. to Pulaski St. between Throop Ave. and Marcus Garvey Blvd.,61430.662928,1020.77669763,Pulaski Playground,Jointly Operated Playground,N
1551,B,N-CONFSTA-PARK,Hattie Carthan Playground (PS 305),B323,Monroe St. to Madison St. between Marcy Ave. and Tompkins Ave.,52068.9910383,927.98010931,Hattie Carthan Playground,Jointly Operated Playground,N
1552,B,N-CONFSTA-PARK,Jacob Joffe Fields,B324,Ave. K between E. 58 St. and E. 59 St.,128158.357149,1688.34466575,Jacob Joffe Fields,Community Park,N
1553,M,Y-CONFSTA-PARK,Recreational Area,M140,"W. 145 St., W. 155 St., Hudson River",1005962.52881,5870.38780788,Recreational Area,Community Park,Y
1554,B,N-CONFSTA-PARK,Fish Playground (IS 271),B325,Fulton St. between Saratoga Ave. and Hopkinson Ave.,43868.2042602,1204.09093107,Fish Playground,Jointly Operated Playground,N
1555,B,N-CONFSTA-PARK,Hickman Playground (IS 78),B330,Veterans Ave. between E. 66 St. and E 68 St.,118370.325297,1902.35144082,Hickman Playground,Jointly Operated Playground,N
1556,B,N-CONFSTA-PARK,Neptune Playground (PS 90),B331,W. 12 St. between Neptune Ave. and Surf Ave.,51058.5102634,1350.67733438,Neptune Playground,Jointly Operated Playground,N
1557,B,N-CONFSTA-PARK,Evergreen Playground (PS 45),B332,Decatur St. to Schaefer St. between Bushwick Ave. and Evergreen Ave.,38040.4961315,805.888109684,Evergreen Playground,Jointly Operated Playground,N
1558,B,N-CONFSTA-PARK,Fermi Playground (IS 111),B334,"Central Ave., Troutman St. and Starr St.",45864.6355522,1216.24769302,Fermi Playground,Jointly Operated Playground,N
1559,B,Y-CONFSTA-PARK,Century Playground (PS 100),B337,W. Brighton Ave. between W. 2 St. and W. 3 St.,99432.8161473,1796.51710107,Century Playground,Jointly Operated Playground,N
1560,B,N-CONFSTA-PARK,Garden Playground (PS 120),B340,Flushing Ave. between Beaver St. and Garden St.,39874.4269524,945.178597535,Garden Playground,Jointly Operated Playground,N
1561,B,Y-CONFSTA-PARK,100% Playground,B342,Glenwood Rd. between E. 100 St. and E. 101 St.,69791.4211593,1099.83347878,100% Playground,Jointly Operated Playground,N
1562,Q,N-CONFSTA-PARK,Garden,Q503,Beach 36 St. bet. Norton Ave. and Seagirt Blvd.,3037.16873019,275.285314923,Garden,Garden,N
1563,R,N-CONFSTA-PARK,Arden Woods,R120,"Arthur Kill Rd., Arden Ave. and Halpin Ave.",6346270.43348,63884.7424465,Arden Woods,Nature Area,N
1564,R,Y-CONFSTA-PARK,George M. Cromwell Recreation Center,R043,Murray Julbert Ave. bet. Victory Blvd. and Hannah St.,139175.465177,1539.38953076,Lyons Pool,Buildings/Institutions,N
1565,Q,N-CONFSTA-PARK,Planeview Park,Q393I,23 Ave. bet. 85 St. and Ditmars Blvd.,45083.1370387,953.193458867,Planeview Park,Triangle/Plaza,N
1566,B,N-CONFSTA-PARK,Brooklyn Bridge Park (THIS IS HANDLED DIRECTLY BY BROOKLYN BRIDGE PARK),B431,"Plymouth St., New Dock St., Furman St. bet. Old Fulton St. and Atlantic Ave.",922822.79914,13573.8925799,Brooklyn Bridge Park,Community Park,Y
1567,B,Y-CONFSTA-PARK,Osborn Playground (IS 275),B343,"Linden Blvd., Osborn St., Rockaway Ave., Hegeman Ave.",104920.401638,2013.33344975,Osborn Playground,Jointly Operated Playground,N
1568,B,Y-CONFSTA-PARK,Ethan Allen Playground (PS 306),B345,Wortman Ave. between Vermont St. and New Jersey Ave.,32478.0231417,810.257837143,Ethan Allen Playground,Jointly Operated Playground,N
1569,M,N-CONFSTA-PARK,Riverside Park South,M353,Riverside Drive bet.ween 65 St. and 72 St.,2905179.98815,9136.09812499,Riverside Park South,Community Park,Y
1570,B,N-CONFSTA-PARK,First Temple Of David,B466,Bradford St. and Dumont Ave.,2174.93392537,240.106074397,First Temple Of David,Garden,N
1571,Q,Y-CONFSTA-PARK,Corona Golf Playground,Q450,"109 St., 111 St. bet. 46 Ave. and 47 Ave.",74978.0086496,1150.82474127,Corona Golf Playground,Neighborhood Park,N
1572,Q,N-CONFSTA-PARK,Hinton Park,Q410,"114 St., 113 St. bet. 34 Ave. and 37 Ave.",166844.901457,2195.40776689,Hinton Park,Neighborhood Park,N
1573,B,N-CONFSTA-PARK,Green Gems,B471,Glenmore Ave. and Fountain Ave.,20974.8733947,855.878411945,Green Gems,Garden,N
1574,B,N-CONFSTA-PARK,Fresh Creek Nature Preserve,B384,"Flatlands Ave, Louisiana Ave., E 108 St. and Belt Parkway",3356058.16343,15402.0357336,Fresh Creek Nature Preserve,Nature Area,Y
1575,M,N-CONFSTA-PARK,Jane Street Garden,M390,Jane St. at 8th Ave.,2414.7843691,214.052641187,Jane Street Garden,Garden,N
1576,R,N-CONFSTA-PARK,Staten Island Industrial Park,R143,"SI Expwy., W. Shore Expwy., Graham Ave., South Ave.",9188060.03079,26757.7752491,Staten Island Industrial Park,Nature Area,N
1577,X,N-CONFSTA-PARK,Bridge Park,X094,Harlem River bet. W 175 St and Alexander Hamilton Br,311743.633642,6340.7833869,Bridge Park,Undeveloped,Y
1578,B,N-CONFSTA-PARK,Spring Creek Park,B165A,"Belt Pkwy., Fresh Creek, Seaview Ave.",95992.6013172,1586.41492486,Spring Creek Park,Nature Area,Y
1579,B,N-CONFSTA-PARK,Leif Ericson Drive,B166,Belt Pkwy. bet. Verrazano Bridge and Cross Bay Blvd.,13911671.4237,288506.081215,Belt Parkway/Shore Parkway,Parkway,Y
1580,B,Y-CONFSTA-PARK,Canarsie Park,B018,"Seaview Ave. bet. Paerdegat Basin and E. 93 St., E. 102 St. and Fresh Creek Basin",5911360.05311,16662.9656839,Canarsie Park,Community Park,Y
1581,B,N-CONFSTA-PARK,Ericsson Playground (JHS 126),B346,Manhattan Ave. and Leonard St.,46214.6924123,1208.29142446,Ericsson Playground,Jointly Operated Playground,N
