ParkID,SiteName,Date,OverallCondition,OverallCleanliness,Glass,Graffiti,Litter,Weeds,Ice,Lawns,Trees,WaterBodies,HorticulturalAreas,AthleticFields,Trails,Benches,Fences,PavedSurfaces,PlayEquipment,SafetySurface,Sidewalks
,,9/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,7/17/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,,Not Rated,,Not Rated,,,Not Rated,Acceptable,Not Rated,,,Acceptable
,,4/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,10/23/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,Unacceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,1/16/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,
,,7/31/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,
,,3/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,9/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,1/17/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,7/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,Acceptable,,Unacceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,2/12/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Unacceptable,Not Rated,Acceptable,,Not Rated,Not Rated,,Not Rated,Acceptable,Not Rated,Acceptable,,Acceptable
,,8/30/2013,Unacceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,Acceptable,Acceptable,,Acceptable,Unacceptable,Unacceptable,Acceptable,,Unacceptable
,,4/17/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Unacceptable,Acceptable,Acceptable,,,Acceptable
,,11/26/2013,Unacceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,8/30/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,3/12/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,,Acceptable,Acceptable,,,Acceptable
,,9/23/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,,Acceptable,Acceptable,,,Acceptable
,,3/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,10/11/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,12/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,4/8/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,10/24/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,12/9/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Unacceptable,Unacceptable,Acceptable,Acceptable,
,,8/26/2013,Acceptable,Acceptable,Acceptable,Not Rated,Not Rated,Acceptable,,,Acceptable,,,,,Acceptable,Not Rated,Acceptable,Unacceptable,Unacceptable,
,,1/8/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,7/26/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,3/6/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,9/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,11/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,2/18/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,,Not Rated,Not Rated,Not Rated,
,,8/26/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,3/20/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,10/15/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,
,,4/8/2014,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,10/24/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,3/20/2014,Unacceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,10/11/2013,Unacceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,11/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,2/20/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,Not Rated,Not Rated,,Not Rated,Acceptable,Acceptable,,,Acceptable
,,9/18/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Unacceptable,Acceptable,,,Acceptable
,,1/17/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,7/25/2013,Unacceptable,Unacceptable,Unacceptable,Acceptable,Acceptable,Not Rated,,Unacceptable,Unacceptable,,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,2/12/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Unacceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,,,Acceptable
,,9/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,12/31/2013,Unacceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,9/4/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Not Rated,Acceptable,,Not Rated,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,4/17/2014,Unacceptable,Unacceptable,Unacceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Unacceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,11/19/2013,Acceptable,Acceptable,Unacceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,4/17/2014,Unacceptable,Unacceptable,Unacceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,11/19/2013,Unacceptable,Unacceptable,Unacceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable
,,12/31/2013,Unacceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Unacceptable,Acceptable,,,Acceptable
,,1/14/2014,Unacceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,7/30/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,3/3/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Not Rated,Acceptable,Acceptable,
,,9/16/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,1/6/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,8/19/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,3/20/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,10/11/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,4/8/2014,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Not Rated,Acceptable,Acceptable,Acceptable,,Acceptable
,,10/24/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,8/20/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,,,,Acceptable,Acceptable,,,Acceptable
,,4/21/2014,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Not Rated
,,11/7/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,3/21/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,10/15/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,3/21/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,8/1/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,1/6/2014,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,,Acceptable,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,4/21/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
,,11/12/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
,,12/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,,Acceptable,Acceptable,,,Acceptable
,,2/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,,,Acceptable
,,8/28/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,2/24/2014,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,,Not Rated,,,,,,,,,,,,
,,9/16/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Unacceptable,Acceptable,Acceptable,,
,,2/14/2014,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Not Rated
,,8/28/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Not Rated,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,1/31/2014,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,Not Rated,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,7/31/2013,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,12/16/2013,Unacceptable,Unacceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Not Rated,Acceptable,,,,Not Rated,Acceptable,Acceptable,Not Rated,Acceptable,Not Rated,Acceptable
,,4/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,10/21/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,4/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,10/21/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,1/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,Not Rated,,,Acceptable,Acceptable,Not Rated,,,Not Rated
,,7/15/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,4/21/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable
,,11/19/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,2/11/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Unacceptable,Not Rated,Acceptable,Not Rated,Not Rated,,,Not Rated,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable
,,10/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable
,,12/6/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,3/24/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,10/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,2/4/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,
,,8/20/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,2/20/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,Not Rated,Not Rated,,Not Rated,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable
,,9/5/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,4/17/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,11/15/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,3/18/2014,Unacceptable,Unacceptable,Unacceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,12/11/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Unacceptable,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,1/16/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,7/26/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,1/3/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Not Rated,Acceptable,Not Rated,Not Rated
,,3/10/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,
,,9/27/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,11/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,4/7/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,Unacceptable,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,1/23/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable,Not Rated,Acceptable,,Not Rated,Not Rated,,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable
,,8/14/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Unacceptable
,,1/16/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,7/29/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,3/6/2014,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,,Acceptable,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,9/13/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,12/20/2013,Unacceptable,Acceptable,,Acceptable,Acceptable,,,,,,,,,,,,,,
,,4/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable
,,2/10/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,,Not Rated,,,Not Rated
,,8/23/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,,Acceptable,,,Acceptable
,,3/6/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Unacceptable,Acceptable,Unacceptable,,,,,Unacceptable,Acceptable,Unacceptable,,,Acceptable
,,10/15/2013,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,,,Unacceptable
,,3/3/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Not Rated,Acceptable,,,,,Not Rated,Acceptable,Not Rated,Not Rated,Not Rated,Acceptable
,,12/3/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Unacceptable,Acceptable,Acceptable,Unacceptable
,,3/6/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Acceptable,Unacceptable,,,,,Acceptable,Acceptable,Unacceptable,Unacceptable,Not Rated,Unacceptable
,,9/16/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,,,,Acceptable,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable
,,1/13/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,9/6/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,1/31/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,Acceptable,,,,,Acceptable,Acceptable,Not Rated,Acceptable,Not Rated,
,,8/20/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,4/23/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,11/18/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,,,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,
,,1/6/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,,,,,,,,,,Acceptable,Acceptable,
,,10/31/2013,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Unacceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Unacceptable,,,
,,7/22/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,
,,11/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Unacceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,,,
,,7/23/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Unacceptable,Acceptable,,,Acceptable,Acceptable,Unacceptable,,,
,,3/14/2014,Unacceptable,Unacceptable,Acceptable,Acceptable,Unacceptable,,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,9/20/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable
,,1/31/2014,Unacceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Unacceptable,,Not Rated,,Not Rated,Acceptable,Acceptable,Acceptable,,,Acceptable
,,7/25/2013,Acceptable,Acceptable,Acceptable,Acceptable,Not Rated,Acceptable,,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,4/9/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,10/29/2013,Acceptable,Acceptable,Acceptable,Acceptable,Unacceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable
,,1/31/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Not Rated,Acceptable,,Not Rated,Not Rated,Not Rated,Acceptable,Acceptable,Not Rated,,,
,,8/8/2013,Unacceptable,Unacceptable,Acceptable,Unacceptable,Unacceptable,Acceptable,,Acceptable,Unacceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,,
,,1/31/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,,,,,,,Acceptable,,,Acceptable
,,8/8/2013,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Unacceptable,,,,,,,Acceptable,,,Acceptable
,,3/27/2014,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,,,Acceptable,Acceptable,Acceptable,Acceptable,,,
